customer_id,product_category,product_name,quantity,price_per_item,purchase_date,customer_state,shipping_method
C0402,Books,Jeans,4.0,17.77,1716508800000000000,CA,Standard
C0139,Home & Garden,Lamp,3.0,219.84,1719705600000000000,NY,Express
C0103,Sports,Hat,4.0,462.18,1721865600000000000,NY,Express
C0212,Sports,Basketball,4.0,176.16,1724716800000000000,CA,Overnight
C0406,Sports,Shoes,2.0,174.04,1726704000000000000,CA,Overnight
C0485,Home & Garden,Running Shoes,2.0,52.96,1731196800000000000,NY,Overnight
C0115,Sports,Yoga Mat,5.0,13.37,1705708800000000000,NY,Overnight
C0160,Clothing,Lamp,5.0,28.56,1707868800000000000,CA,Express
C0457,Sports,Jeans,2.0,409.19,1727568000000000000,NY,Overnight
C0421,Sports,Rug,2.0,357.07,1728086400000000000,CA,Overnight
C0046,Sports,Rug,5.0,497.78,1732320000000000000,NY,Overnight
C0401,Sports,Basketball,5.0,49.93,1705536000000000000,CA,Overnight
C0329,Home & Garden,Dumbbells,3.0,151.97,1715299200000000000,NY,Express
C0022,Electronics,Novel,3.0,458.21,1715817600000000000,CA,Standard
C0376,Clothing,Cookbook,5.0,472.51,1713398400000000000,NY,Overnight
C0215,Clothing,Laptop,4.0,275.66,1721347200000000000,NY,Standard
C0099,Sports,Novel,5.0,126.62,1712016000000000000,NY,Express
C0457,Home & Garden,Tablet,2.0,209.61,1735430400000000000,NY,Express
C0331,Electronics,Magazine,2.0,322.59,1710633600000000000,CA,Standard
C0228,Books,Jacket,3.0,99.99,1726358400000000000,CA,Standard
C0173,Home & Garden,Rug,5.0,418.29,1733788800000000000,NY,Overnight
C0490,Sports,Cushion,3.0,72.79,1735344000000000000,CA,Express
C0070,Electronics,Shoes,5.0,111.66,1735171200000000000,NY,Standard
C0375,Electronics,Headphones,4.0,445.97,1724976000000000000,NY,Express
C0042,Home & Garden,Basketball,5.0,280.68,1722643200000000000,NY,Overnight
C0122,Clothing,T-Shirt,4.0,63.27,1723593600000000000,CA,Overnight
C0350,Electronics,Running Shoes,4.0,255.96,1717718400000000000,NY,Standard
C0018,Clothing,Jeans,2.0,229.19,1728518400000000000,CA,Overnight
C0340,Home & Garden,Plant Pot,5.0,218.68,1729209600000000000,CA,Overnight
C0059,Electronics,Running Shoes,2.0,479.15,1719878400000000000,NY,Standard
C0468,Books,Tennis Racket,4.0,386.22,1728259200000000000,CA,Overnight
C0487,Books,Tennis Racket,3.0,57.7,1712361600000000000,CA,Overnight
C0098,Sports,Dumbbells,2.0,432.64,1732320000000000000,NY,Standard
C0192,Books,Laptop,2.0,205.35,1715558400000000000,CA,Standard
C0033,Clothing,Monitor,4.0,491.78,1728086400000000000,CA,Overnight
C0090,Clothing,Rug,4.0,494.93,1712016000000000000,CA,Standard
C0047,Electronics,T-Shirt,3.0,457.6,1712361600000000000,CA,Standard
C0123,Clothing,Garden Tools,5.0,145.09,1728000000000000000,CA,Standard
C0247,Home & Garden,Jeans,5.0,380.48,1711411200000000000,CA,Overnight
C0103,Sports,Basketball,2.0,440.98,1706227200000000000,CA,Overnight
C0325,Home & Garden,Monitor,4.0,425.36,1718582400000000000,NY,Express
C0310,Clothing,Garden Tools,2.0,243.35,1710892800000000000,NY,Overnight
C0227,Sports,Tennis Racket,3.0,301.78,1710028800000000000,CA,Express
C0055,Sports,Laptop,3.0,146.39,1705104000000000000,NY,Overnight
C0339,Home & Garden,Shoes,3.0,224.63,1714176000000000000,CA,Express
C0446,Clothing,Textbook,3.0,351.92,1726531200000000000,NY,Overnight
C0059,Clothing,Monitor,3.0,169.32,1725580800000000000,NY,Standard
C0029,Electronics,Garden Tools,4.0,335.35,1712620800000000000,NY,Express
C0461,Home & Garden,Basketball,4.0,119.62,1708214400000000000,CA,Standard
C0264,Clothing,Garden Tools,3.0,318.76,1733443200000000000,CA,Overnight
C0308,Sports,Cushion,5.0,190.6,1712966400000000000,NY,Express
C0407,Books,Basketball,3.0,65.17,1728259200000000000,CA,Express
C0258,Sports,Jacket,4.0,57.02,1728604800000000000,CA,Express
C0233,Books,Plant Pot,4.0,228.86,1720310400000000000,NY,Express
C0315,Sports,Basketball,5.0,439.27,1723075200000000000,NY,Express
C0079,Sports,Shoes,3.0,382.47,1720656000000000000,CA,Express
C0462,Books,Monitor,3.0,83.05,1715904000000000000,CA,Overnight
C0387,Books,Garden Tools,5.0,223.7,1704931200000000000,NY,Standard
C0425,Sports,Laptop,5.0,38.7,1720915200000000000,CA,Overnight
C0205,Clothing,T-Shirt,4.0,30.96,1710806400000000000,CA,Overnight
C0319,Sports,Tennis Racket,2.0,392.1,1709683200000000000,NY,Express
C0386,Home & Garden,Jeans,4.0,282.1,1706572800000000000,NY,Express
C0066,Sports,Basketball,2.0,313.81,1712880000000000000,CA,Express
C0173,Books,Plant Pot,4.0,388.83,1733270400000000000,CA,Express
C0397,Home & Garden,Cushion,4.0,140.97,1730419200000000000,CA,Overnight
C0335,Books,Jacket,2.0,334.93,1726185600000000000,NY,Overnight
C0284,Clothing,Cookbook,3.0,207.5,1732233600000000000,CA,Overnight
C0466,Electronics,Headphones,4.0,176.36,1734134400000000000,CA,Overnight
C0383,Clothing,Garden Tools,5.0,126.62,1725667200000000000,CA,Express
C0200,Home & Garden,T-Shirt,5.0,475.79,1717632000000000000,CA,Overnight
C0431,Home & Garden,T-Shirt,5.0,320.14,1709424000000000000,CA,Standard
C0002,Sports,Plant Pot,4.0,247.0,1727654400000000000,NY,Standard
C0400,Sports,Garden Tools,4.0,144.59,1717977600000000000,CA,Standard
C0010,Sports,Cookbook,5.0,357.34,1726444800000000000,CA,Overnight
C0083,Clothing,Jacket,4.0,348.25,1722211200000000000,NY,Standard
C0181,Sports,Yoga Mat,4.0,294.09,1715904000000000000,NY,Express
C0226,Electronics,Cookbook,5.0,337.49,1704499200000000000,NY,Express
C0400,Books,Yoga Mat,2.0,244.58,1705190400000000000,NY,Overnight
C0351,Books,Jacket,2.0,55.65,1731801600000000000,NY,Overnight
C0271,Books,Tennis Racket,2.0,289.86,1733529600000000000,NY,Overnight
C0199,Electronics,Lamp,5.0,64.07,1706486400000000000,CA,Standard
C0368,Sports,Lamp,4.0,142.71,1717459200000000000,NY,Express
C0470,Home & Garden,Dumbbells,5.0,131.73,1728259200000000000,NY,Express
C0303,Sports,Laptop,5.0,314.12,1723507200000000000,CA,Overnight
C0483,Electronics,Dumbbells,5.0,230.09,1705795200000000000,NY,Express
C0272,Home & Garden,Yoga Mat,2.0,58.24,1714953600000000000,NY,Express
C0005,Home & Garden,Basketball,3.0,380.94,1726790400000000000,NY,Express
C0368,Sports,Plant Pot,2.0,155.74,1733788800000000000,NY,Overnight
C0313,Sports,Jacket,4.0,451.3,1724889600000000000,NY,Overnight
C0074,Sports,Jeans,3.0,424.05,1730937600000000000,NY,Express
C0230,Clothing,T-Shirt,3.0,136.77,1705190400000000000,NY,Express
C0128,Home & Garden,Laptop,5.0,227.7,1709510400000000000,NY,Standard
C0429,Books,Jacket,4.0,371.71,1711670400000000000,CA,Express
C0012,Sports,Laptop,5.0,99.26,1714953600000000000,CA,Overnight
C0394,Electronics,Tablet,2.0,324.21,1733529600000000000,CA,Standard
C0479,Clothing,Smartphone,5.0,276.76,1716336000000000000,NY,Express
C0346,Sports,Jacket,3.0,118.26,1732579200000000000,NY,Overnight
C0059,Home & Garden,Cookbook,4.0,182.52,1735516800000000000,NY,Overnight
C0270,Books,Lamp,4.0,259.84,1704412800000000000,NY,Overnight
C0448,Home & Garden,Smartphone,4.0,96.89,1725494400000000000,NY,Overnight
C0062,Books,T-Shirt,3.0,333.7,1716854400000000000,NY,Express
C0384,Home & Garden,Basketball,2.0,419.87,1722729600000000000,NY,Overnight
C0124,Books,Rug,3.0,216.06,1716163200000000000,CA,Overnight
C0360,Sports,Laptop,3.0,165.98,1725148800000000000,NY,Standard
C0239,Home & Garden,Dumbbells,3.0,24.22,1716940800000000000,NY,Overnight
C0112,Clothing,Laptop,4.0,414.14,1728345600000000000,NY,Standard
C0433,Electronics,T-Shirt,4.0,319.73,1729900800000000000,NY,Express
C0457,Books,Headphones,4.0,110.51,1707264000000000000,NY,Standard
C0097,Electronics,Rug,5.0,155.4,1714780800000000000,NY,Overnight
C0220,Books,Hat,3.0,361.7,1708128000000000000,NY,Standard
C0217,Electronics,Cookbook,4.0,466.71,1710547200000000000,NY,Express
C0225,Clothing,Basketball,2.0,190.81,1714003200000000000,CA,Standard
C0018,Sports,Yoga Mat,5.0,495.28,1722729600000000000,NY,Standard
C0274,Books,T-Shirt,3.0,271.37,1723766400000000000,NY,Overnight
C0312,Home & Garden,Dumbbells,2.0,469.53,1705881600000000000,NY,Standard
C0494,Sports,Cookbook,5.0,444.3,1727827200000000000,NY,Standard
C0245,Home & Garden,Novel,5.0,428.8,1735430400000000000,CA,Overnight
C0206,Sports,Laptop,4.0,240.13,1710720000000000000,CA,Standard
C0137,Home & Garden,Jacket,3.0,238.32,1721865600000000000,CA,Express
C0457,Home & Garden,Magazine,3.0,364.55,1714608000000000000,CA,Overnight
C0495,Sports,Jeans,5.0,400.71,1728432000000000000,CA,Overnight
C0122,Electronics,Tennis Racket,4.0,342.56,1726617600000000000,CA,Express
C0496,Sports,Rug,3.0,280.63,1732233600000000000,CA,Overnight
C0146,Home & Garden,Magazine,2.0,364.49,1711497600000000000,CA,Express
C0009,Books,Magazine,3.0,21.64,1726444800000000000,CA,Overnight
C0270,Clothing,Running Shoes,3.0,178.91,1717459200000000000,NY,Overnight
C0193,Clothing,Novel,5.0,173.87,1716508800000000000,NY,Overnight
C0402,Sports,Hat,2.0,202.36,1728345600000000000,NY,Express
C0195,Sports,Shoes,2.0,191.71,1724198400000000000,NY,Standard
C0451,Home & Garden,Cookbook,5.0,327.33,1732320000000000000,NY,Standard
C0290,Electronics,Jacket,5.0,299.86,1720310400000000000,CA,Express
C0108,Books,Jeans,2.0,372.78,1733616000000000000,NY,Express
C0459,Clothing,Tablet,4.0,268.0,1724889600000000000,NY,Overnight
