customer_id,product_category,product_name,quantity,price_per_item,purchase_date,customer_state,shipping_method
C0244,Electronics,Cushion,2,72,1714953600000000000,NY,Overnight
C0138,Electronics,Smartphone,2,429,1707782400000000000,CA,Standard
C0127,Electronics,Yoga Mat,2,166,1732147200000000000,CA,Standard
C0231,Home & Garden,Plant Pot,2,304,1727222400000000000,NY,Standard
C0482,Home & Garden,Rug,2,133,1734307200000000000,NY,Express
C0268,Home & Garden,Lamp,5,489,1735516800000000000,CA,Overnight
C0394,Clothing,Rug,4,324,1729123200000000000,NY,Express
C0233,Books,Tennis Racket,5,378,1724025600000000000,CA,Express
C0090,Clothing,Dumbbells,4,231,1709683200000000000,NY,Express
C0014,Sports,Lamp,5,369,1721952000000000000,CA,Standard
C0424,Clothing,Cookbook,3,285,1722038400000000000,CA,Express
C0443,Books,Cookbook,2,50,1734912000000000000,NY,Express
C0270,Home & Garden,Cushion,2,13,1730073600000000000,NY,Express
C0479,Sports,Cookbook,5,227,1714089600000000000,CA,Standard
C0436,Sports,Tennis Racket,2,346,1715558400000000000,CA,Overnight
C0142,Sports,Rug,2,338,1705104000000000000,NY,Standard
C0257,Electronics,Basketball,4,143,1733616000000000000,NY,Express
C0406,Sports,Novel,5,478,1721952000000000000,CA,Standard
C0409,Books,Headphones,5,318,1705622400000000000,NY,Express
C0076,Books,Smartphone,4,56,1717632000000000000,NY,Overnight
C0491,Sports,Cookbook,5,215,1715904000000000000,CA,Express
C0484,Home & Garden,Monitor,3,213,1735171200000000000,CA,Express
C0282,Clothing,Hat,3,375,1717372800000000000,CA,Overnight
C0482,Sports,Tablet,3,421,1718409600000000000,CA,Standard
C0402,Electronics,Garden Tools,5,364,1733616000000000000,NY,Express
C0445,Clothing,Lamp,5,459,1726531200000000000,CA,Standard
C0002,Books,Running Shoes,3,322,1719100800000000000,NY,Express
C0049,Electronics,Shoes,4,148,1706659200000000000,CA,Overnight
C0129,Sports,Tennis Racket,3,85,1711756800000000000,NY,Standard
C0379,Home & Garden,Basketball,2,231,1704326400000000000,NY,Express
C0342,Electronics,Jacket,4,190,1723852800000000000,CA,Express
C0298,Electronics,T-Shirt,4,16,1713571200000000000,CA,Standard
C0001,Books,Dumbbells,4,490,1706918400000000000,NY,Express
C0369,Sports,Monitor,5,36,1709942400000000000,NY,Overnight
C0023,Clothing,Tablet,3,50,1710115200000000000,CA,Overnight
C0162,Sports,Tablet,3,301,1734652800000000000,CA,Standard
C0122,Sports,Headphones,2,334,1726704000000000000,NY,Standard
C0198,Electronics,Basketball,3,143,1707177600000000000,CA,Express
C0180,Sports,Basketball,4,14,1720137600000000000,NY,Standard
C0193,Books,Cushion,4,393,1719446400000000000,CA,Standard
C0029,Books,Smartphone,3,152,1707523200000000000,NY,Overnight
C0154,Sports,Jeans,3,259,1706054400000000000,NY,Standard
C0401,Electronics,Textbook,4,257,1721088000000000000,NY,Express
C0387,Home & Garden,Jacket,4,409,1713571200000000000,CA,Overnight
C0416,Home & Garden,Textbook,3,67,1727827200000000000,CA,Standard
C0434,Clothing,Monitor,5,491,1719187200000000000,NY,Express
C0230,Books,Rug,2,471,1734220800000000000,NY,Express
C0166,Home & Garden,Dumbbells,5,176,1732665600000000000,CA,Overnight
C0073,Books,Dumbbells,4,284,1731369600000000000,NY,Express
C0006,Electronics,Jacket,2,491,1712188800000000000,CA,Standard
C0011,Books,Rug,3,328,1707091200000000000,CA,Overnight
C0488,Electronics,Basketball,3,80,1711929600000000000,CA,Express
C0295,Sports,Yoga Mat,4,424,1725753600000000000,NY,Overnight
C0224,Clothing,Tablet,5,291,1732492800000000000,NY,Express
C0472,Clothing,T-Shirt,4,12,1709424000000000000,CA,Standard
C0031,Sports,Headphones,3,451,1705968000000000000,CA,Standard
C0231,Electronics,Novel,3,222,1724976000000000000,NY,Express
C0225,Books,Yoga Mat,5,481,1719964800000000000,NY,Express
C0131,Clothing,Plant Pot,2,192,1731456000000000000,NY,Express
C0233,Electronics,Headphones,2,344,1705276800000000000,CA,Express
C0403,Home & Garden,Garden Tools,2,166,1732579200000000000,CA,Overnight
C0303,Home & Garden,Cookbook,5,215,1707782400000000000,CA,Overnight
C0442,Clothing,Monitor,4,271,1729555200000000000,NY,Overnight
C0356,Electronics,Magazine,4,117,1706313600000000000,NY,Express
C0289,Electronics,Cookbook,5,273,1710460800000000000,NY,Overnight
C0444,Books,Rug,3,296,1712361600000000000,NY,Overnight
C0064,Home & Garden,Hat,4,289,1721865600000000000,NY,Overnight
C0403,Books,Basketball,2,226,1727740800000000000,CA,Express
C0295,Electronics,Tablet,4,20,1734134400000000000,CA,Overnight
C0053,Books,Jeans,4,417,1709078400000000000,NY,Express
C0096,Electronics,Smartphone,3,367,1734912000000000000,CA,Overnight
C0452,Books,Tablet,5,352,1722297600000000000,CA,Overnight
C0398,Books,Yoga Mat,3,353,1709424000000000000,CA,Overnight
C0402,Books,Jeans,4,18,1716508800000000000,CA,Standard
C0139,Home & Garden,Lamp,3,220,1719705600000000000,NY,Express
C0103,Sports,Hat,4,462,1721865600000000000,NY,Express
C0212,Sports,Basketball,4,176,1724716800000000000,CA,Overnight
C0406,Sports,Shoes,2,174,1726704000000000000,CA,Overnight
C0485,Home & Garden,Running Shoes,2,53,1731196800000000000,NY,Overnight
C0115,Sports,Yoga Mat,5,13,1705708800000000000,NY,Overnight
C0160,Clothing,Lamp,5,29,1707868800000000000,CA,Express
C0457,Sports,Jeans,2,409,1727568000000000000,NY,Overnight
C0421,Sports,Rug,2,357,1728086400000000000,CA,Overnight
C0046,Sports,Rug,5,498,1732320000000000000,NY,Overnight
C0401,Sports,Basketball,5,50,1705536000000000000,CA,Overnight
C0329,Home & Garden,Dumbbells,3,152,1715299200000000000,NY,Express
C0022,Electronics,Novel,3,458,1715817600000000000,CA,Standard
C0376,Clothing,Cookbook,5,473,1713398400000000000,NY,Overnight
C0215,Clothing,Laptop,4,276,1721347200000000000,NY,Standard
C0099,Sports,Novel,5,127,1712016000000000000,NY,Express
C0457,Home & Garden,Tablet,2,210,1735430400000000000,NY,Express
C0331,Electronics,Magazine,2,323,1710633600000000000,CA,Standard
C0228,Books,Jacket,3,100,1726358400000000000,CA,Standard
C0173,Home & Garden,Rug,5,418,1733788800000000000,NY,Overnight
C0490,Sports,Cushion,3,73,1735344000000000000,CA,Express
C0070,Electronics,Shoes,5,112,1735171200000000000,NY,Standard
C0375,Electronics,Headphones,4,446,1724976000000000000,NY,Express
C0042,Home & Garden,Basketball,5,281,1722643200000000000,NY,Overnight
C0122,Clothing,T-Shirt,4,63,1723593600000000000,CA,Overnight
C0350,Electronics,Running Shoes,4,256,1717718400000000000,NY,Standard
C0018,Clothing,Jeans,2,229,1728518400000000000,CA,Overnight
C0340,Home & Garden,Plant Pot,5,219,1729209600000000000,CA,Overnight
C0059,Electronics,Running Shoes,2,479,1719878400000000000,NY,Standard
C0468,Books,Tennis Racket,4,386,1728259200000000000,CA,Overnight
C0487,Books,Tennis Racket,3,58,1712361600000000000,CA,Overnight
C0098,Sports,Dumbbells,2,433,1732320000000000000,NY,Standard
C0192,Books,Laptop,2,205,1715558400000000000,CA,Standard
C0033,Clothing,Monitor,4,492,1728086400000000000,CA,Overnight
C0090,Clothing,Rug,4,495,1712016000000000000,CA,Standard
C0047,Electronics,T-Shirt,3,458,1712361600000000000,CA,Standard
C0123,Clothing,Garden Tools,5,145,1728000000000000000,CA,Standard
C0247,Home & Garden,Jeans,5,380,1711411200000000000,CA,Overnight
C0103,Sports,Basketball,2,441,1706227200000000000,CA,Overnight
C0325,Home & Garden,Monitor,4,425,1718582400000000000,NY,Express
C0310,Clothing,Garden Tools,2,243,1710892800000000000,NY,Overnight
C0227,Sports,Tennis Racket,3,302,1710028800000000000,CA,Express
C0055,Sports,Laptop,3,146,1705104000000000000,NY,Overnight
C0339,Home & Garden,Shoes,3,225,1714176000000000000,CA,Express
C0446,Clothing,Textbook,3,352,1726531200000000000,NY,Overnight
C0059,Clothing,Monitor,3,169,1725580800000000000,NY,Standard
C0029,Electronics,Garden Tools,4,335,1712620800000000000,NY,Express
C0461,Home & Garden,Basketball,4,120,1708214400000000000,CA,Standard
C0264,Clothing,Garden Tools,3,319,1733443200000000000,CA,Overnight
C0308,Sports,Cushion,5,191,1712966400000000000,NY,Express
C0407,Books,Basketball,3,65,1728259200000000000,CA,Express
C0258,Sports,Jacket,4,57,1728604800000000000,CA,Express
C0233,Books,Plant Pot,4,229,1720310400000000000,NY,Express
C0315,Sports,Basketball,5,439,1723075200000000000,NY,Express
C0079,Sports,Shoes,3,382,1720656000000000000,CA,Express
C0462,Books,Monitor,3,83,1715904000000000000,CA,Overnight
C0387,Books,Garden Tools,5,224,1704931200000000000,NY,Standard
C0425,Sports,Laptop,5,39,1720915200000000000,CA,Overnight
C0205,Clothing,T-Shirt,4,31,1710806400000000000,CA,Overnight
C0319,Sports,Tennis Racket,2,392,1709683200000000000,NY,Express
C0386,Home & Garden,Jeans,4,282,1706572800000000000,NY,Express
C0066,Sports,Basketball,2,314,1712880000000000000,CA,Express
C0173,Books,Plant Pot,4,389,1733270400000000000,CA,Express
C0397,Home & Garden,Cushion,4,141,1730419200000000000,CA,Overnight
C0335,Books,Jacket,2,335,1726185600000000000,NY,Overnight
C0284,Clothing,Cookbook,3,208,1732233600000000000,CA,Overnight
C0466,Electronics,Headphones,4,176,1734134400000000000,CA,Overnight
C0383,Clothing,Garden Tools,5,127,1725667200000000000,CA,Express
C0200,Home & Garden,T-Shirt,5,476,1717632000000000000,CA,Overnight
C0431,Home & Garden,T-Shirt,5,320,1709424000000000000,CA,Standard
C0002,Sports,Plant Pot,4,247,1727654400000000000,NY,Standard
C0400,Sports,Garden Tools,4,145,1717977600000000000,CA,Standard
C0010,Sports,Cookbook,5,357,1726444800000000000,CA,Overnight
C0083,Clothing,Jacket,4,348,1722211200000000000,NY,Standard
C0181,Sports,Yoga Mat,4,294,1715904000000000000,NY,Express
C0226,Electronics,Cookbook,5,337,1704499200000000000,NY,Express
C0400,Books,Yoga Mat,2,245,1705190400000000000,NY,Overnight
C0351,Books,Jacket,2,56,1731801600000000000,NY,Overnight
C0271,Books,Tennis Racket,2,290,1733529600000000000,NY,Overnight
C0199,Electronics,Lamp,5,64,1706486400000000000,CA,Standard
C0368,Sports,Lamp,4,143,1717459200000000000,NY,Express
C0470,Home & Garden,Dumbbells,5,132,1728259200000000000,NY,Express
C0303,Sports,Laptop,5,314,1723507200000000000,CA,Overnight
C0483,Electronics,Dumbbells,5,230,1705795200000000000,NY,Express
C0272,Home & Garden,Yoga Mat,2,58,1714953600000000000,NY,Express
C0005,Home & Garden,Basketball,3,381,1726790400000000000,NY,Express
C0368,Sports,Plant Pot,2,156,1733788800000000000,NY,Overnight
C0313,Sports,Jacket,4,451,1724889600000000000,NY,Overnight
C0074,Sports,Jeans,3,424,1730937600000000000,NY,Express
C0230,Clothing,T-Shirt,3,137,1705190400000000000,NY,Express
C0128,Home & Garden,Laptop,5,228,1709510400000000000,NY,Standard
C0429,Books,Jacket,4,372,1711670400000000000,CA,Express
C0012,Sports,Laptop,5,99,1714953600000000000,CA,Overnight
C0394,Electronics,Tablet,2,324,1733529600000000000,CA,Standard
C0479,Clothing,Smartphone,5,277,1716336000000000000,NY,Express
C0346,Sports,Jacket,3,118,1732579200000000000,NY,Overnight
C0059,Home & Garden,Cookbook,4,183,1735516800000000000,NY,Overnight
C0270,Books,Lamp,4,260,1704412800000000000,NY,Overnight
C0448,Home & Garden,Smartphone,4,97,1725494400000000000,NY,Overnight
C0062,Books,T-Shirt,3,334,1716854400000000000,NY,Express
C0384,Home & Garden,Basketball,2,420,1722729600000000000,NY,Overnight
C0124,Books,Rug,3,216,1716163200000000000,CA,Overnight
C0360,Sports,Laptop,3,166,1725148800000000000,NY,Standard
C0239,Home & Garden,Dumbbells,3,24,1716940800000000000,NY,Overnight
C0112,Clothing,Laptop,4,414,1728345600000000000,NY,Standard
C0433,Electronics,T-Shirt,4,320,1729900800000000000,NY,Express
C0457,Books,Headphones,4,111,1707264000000000000,NY,Standard
C0097,Electronics,Rug,5,155,1714780800000000000,NY,Overnight
C0220,Books,Hat,3,362,1708128000000000000,NY,Standard
C0217,Electronics,Cookbook,4,467,1710547200000000000,NY,Express
C0225,Clothing,Basketball,2,191,1714003200000000000,CA,Standard
C0018,Sports,Yoga Mat,5,495,1722729600000000000,NY,Standard
C0274,Books,T-Shirt,3,271,1723766400000000000,NY,Overnight
C0312,Home & Garden,Dumbbells,2,470,1705881600000000000,NY,Standard
C0494,Sports,Cookbook,5,444,1727827200000000000,NY,Standard
C0245,Home & Garden,Novel,5,429,1735430400000000000,CA,Overnight
C0206,Sports,Laptop,4,240,1710720000000000000,CA,Standard
C0137,Home & Garden,Jacket,3,238,1721865600000000000,CA,Express
C0457,Home & Garden,Magazine,3,365,1714608000000000000,CA,Overnight
C0495,Sports,Jeans,5,401,1728432000000000000,CA,Overnight
C0122,Electronics,Tennis Racket,4,343,1726617600000000000,CA,Express
C0496,Sports,Rug,3,281,1732233600000000000,CA,Overnight
C0146,Home & Garden,Magazine,2,364,1711497600000000000,CA,Express
C0009,Books,Magazine,3,22,1726444800000000000,CA,Overnight
C0270,Clothing,Running Shoes,3,179,1717459200000000000,NY,Overnight
C0193,Clothing,Novel,5,174,1716508800000000000,NY,Overnight
C0402,Sports,Hat,2,202,1728345600000000000,NY,Express
C0195,Sports,Shoes,2,192,1724198400000000000,NY,Standard
C0451,Home & Garden,Cookbook,5,327,1732320000000000000,NY,Standard
C0290,Electronics,Jacket,5,300,1720310400000000000,CA,Express
C0108,Books,Jeans,2,373,1733616000000000000,NY,Express
C0459,Clothing,Tablet,4,268,1724889600000000000,NY,Overnight
C0376,Home & Garden,Tablet,2,327,1704585600000000000,NY,Standard
C0396,Electronics,Cookbook,4,26,1706313600000000000,NY,Standard
C0065,Books,Cushion,5,17,1713744000000000000,NY,Standard
C0412,Sports,Garden Tools,4,351,1716508800000000000,NY,Standard
C0289,Sports,Tablet,2,334,1706572800000000000,CA,Overnight
C0473,Books,Headphones,5,439,1705968000000000000,NY,Express
C0027,Books,Lamp,4,334,1719619200000000000,CA,Standard
C0306,Books,Basketball,2,45,1717804800000000000,CA,Express
C0023,Clothing,Yoga Mat,4,442,1720396800000000000,NY,Standard
C0477,Electronics,Lamp,5,460,1733616000000000000,NY,Overnight
C0422,Books,Jeans,2,496,1712793600000000000,CA,Standard
C0008,Electronics,Shoes,4,350,1733529600000000000,NY,Express
C0275,Books,Headphones,4,271,1712275200000000000,NY,Standard
C0086,Electronics,T-Shirt,4,253,1724630400000000000,NY,Express
C0366,Books,Running Shoes,3,431,1711152000000000000,CA,Express
C0271,Books,Yoga Mat,3,44,1720828800000000000,NY,Express
C0048,Books,Cushion,4,300,1722643200000000000,NY,Express
C0423,Sports,Jeans,4,80,1722038400000000000,CA,Standard
C0079,Sports,Garden Tools,4,308,1723593600000000000,CA,Standard
C0465,Electronics,Laptop,2,114,1726531200000000000,CA,Overnight
C0441,Home & Garden,Laptop,3,415,1730764800000000000,CA,Overnight
C0356,Sports,Headphones,2,392,1726790400000000000,NY,Standard
C0293,Books,Smartphone,5,411,1711843200000000000,NY,Overnight
C0101,Sports,Cushion,5,73,1711756800000000000,NY,Standard
C0387,Home & Garden,Rug,2,271,1733097600000000000,NY,Overnight
C0408,Home & Garden,Magazine,5,89,1721347200000000000,NY,Express
C0191,Clothing,Cookbook,5,182,1708560000000000000,CA,Express
C0027,Books,Running Shoes,3,162,1721606400000000000,CA,Overnight
C0457,Home & Garden,Cookbook,5,389,1718582400000000000,CA,Overnight
C0208,Electronics,Jacket,4,246,1721174400000000000,CA,Overnight
C0005,Sports,Novel,4,301,1706313600000000000,NY,Overnight
C0155,Books,Running Shoes,2,211,1728432000000000000,NY,Standard
C0207,Home & Garden,Lamp,4,180,1705881600000000000,NY,Express
C0046,Clothing,Running Shoes,2,418,1729555200000000000,NY,Express
C0192,Sports,Laptop,2,262,1709510400000000000,NY,Standard
C0232,Home & Garden,Running Shoes,4,97,1719187200000000000,NY,Standard
C0347,Books,Jacket,3,496,1715040000000000000,NY,Overnight
C0154,Home & Garden,Laptop,4,381,1707436800000000000,NY,Express
C0058,Home & Garden,Hat,3,190,1730764800000000000,CA,Overnight
C0321,Electronics,Rug,3,57,1728259200000000000,NY,Standard
C0175,Clothing,Shoes,3,244,1724371200000000000,NY,Standard
C0307,Home & Garden,Jacket,3,389,1705708800000000000,NY,Standard
C0150,Clothing,Plant Pot,4,332,1726444800000000000,NY,Standard
C0266,Clothing,Textbook,4,259,1718755200000000000,NY,Standard
C0416,Books,Cushion,5,252,1707436800000000000,CA,Express
